trade_id,entry_time,entry_price,direction,initial_size_millions,confidence,is_relaxed,entry_logic,sl_price,sl_distance_pips,tp1_price,tp2_price,tp3_price,exit_time,exit_price,exit_reason,tp_hits,trade_duration_hours,final_pnl,partial_exit_1_type,partial_exit_1_size_m,partial_exit_1_pnl,partial_exit_2_type,partial_exit_2_size_m,partial_exit_2_pnl,partial_pnl_total,final_exit_pips,pnl_per_million,partial_exit_3_type,partial_exit_3_size_m,partial_exit_3_pnl
1,2023-07-11 19:00:00,0.669228,long,1.000000,30.444630,False,Standard (NTI+MB+IC),0.668728,5.000000,0.669830,0.670433,0.671236,2023-07-11 20:15:00,0.669830,take_profit_1,1,1.250000,343.051347,PPT,0.700000,162.359772,TP1,0.300000,180.691576,343.051347,6.023053,343.051347,,,
2,2023-07-11 20:30:00,0.671330,long,1.000000,44.748151,False,Standard (NTI+MB+IC),0.670830,5.000000,0.671934,0.672538,0.673344,2023-07-11 21:00:00,0.671934,take_profit_1,1,0.500000,664.393521,PPT,0.700000,483.134473,TP1,0.300000,181.259048,664.393521,6.041968,664.393521,,,
3,2023-07-11 21:15:00,0.671571,long,1.000000,58.075902,False,Standard (NTI+MB+IC),0.671071,5.000000,0.672175,0.672780,0.673585,2023-07-11 21:30:00,0.672175,take_profit_1,1,0.250000,677.847048,PPT,0.700000,496.522964,TP1,0.300000,181.324084,677.847048,6.044136,677.847048,,,
4,2023-07-11 21:45:00,0.672231,long,1.000000,61.624646,False,Standard (NTI+MB+IC),0.671731,5.000000,0.672836,0.673441,0.674248,2023-07-11 22:15:00,0.672836,take_profit_1,1,0.500000,1041.935867,PPT,0.700000,860.433548,TP1,0.300000,181.502318,1041.935867,6.050077,1041.935867,,,
5,2023-07-11 22:30:00,0.673602,long,1.000000,62.452258,False,Standard (NTI+MB+IC),0.673102,5.000000,0.674208,0.674815,0.675623,2023-07-11 23:00:00,0.672975,stop_loss,0,0.500000,-627.026438,,,,,,,,-6.270264,-627.026438,,,
6,2023-07-11 23:15:00,0.672852,long,1.000000,56.626629,False,Standard (NTI+MB+IC),0.672352,5.000000,0.673457,0.674063,0.674870,2023-07-11 23:30:00,0.672246,stop_loss,0,0.250000,-605.665585,,,,,,,,-6.056656,-605.665585,,,
7,2023-07-11 23:45:00,0.671834,long,1.000000,22.181670,False,Standard (NTI+MB+IC),0.671334,5.000000,0.672439,0.673043,0.673850,2023-07-12 00:00:00,0.672439,take_profit_1,1,0.250000,402.594832,PPT,0.700000,221.199652,TP1,0.300000,181.395180,402.594832,6.046506,402.594832,,,
8,2023-07-12 00:15:00,0.672436,long,1.000000,34.470521,False,Standard (NTI+MB+IC),0.671936,5.000000,0.673041,0.673647,0.674453,2023-07-12 01:15:00,0.671790,stop_loss,0,1.000000,-646.205711,,,,,,,,-6.462057,-646.205711,,,
9,2023-07-12 01:30:00,0.671225,long,1.000000,16.508060,False,Standard (NTI+MB+IC),0.670725,5.000000,0.671829,0.672433,0.673239,2023-07-12 01:45:00,0.670601,stop_loss,0,0.250000,-623.517557,,,,,,,,-6.235176,-623.517557,,,
10,2023-07-12 02:00:00,0.671169,long,1.000000,18.162549,False,Standard (NTI+MB+IC),0.670669,5.000000,0.671773,0.672377,0.673182,2023-07-12 02:45:00,0.670565,stop_loss,0,0.750000,-12.357524,PPT,0.700000,168.714263,,,,168.714263,-6.035726,-12.357524,,,
