trade_id,entry_time,entry_price,direction,initial_size_millions,confidence,is_relaxed,entry_logic,sl_price,sl_distance_pips,tp1_price,tp2_price,tp3_price,exit_time,exit_price,exit_reason,tp_hits,trade_duration_hours,final_pnl,partial_exit_1_type,partial_exit_1_size_m,partial_exit_1_pnl,partial_pnl_total,final_exit_pips,pnl_per_million,partial_exit_2_type,partial_exit_2_size_m,partial_exit_2_pnl,partial_exit_3_type,partial_exit_3_size_m,partial_exit_3_pnl
1,2014-02-16 17:00:00,0.905477,long,1.000000,31.507194,False,Standard (NTI+MB+IC),0.904477,10.000000,0.906835,0.908193,0.910004,2014-02-16 19:00:00,0.904474,stop_loss,0,2.000000,-1003.050353,PPT,1.000000,-1003.050353,-1003.050353,-10.030504,-1003.050353,,,,,,
2,2014-02-16 19:15:00,0.904608,long,1.000000,28.271649,False,Standard (NTI+MB+IC),0.903608,10.000000,0.905965,0.907322,0.909131,2014-02-16 23:15:00,0.904660,trailing_stop,1,4.000000,704.367461,TP1,0.500000,678.455917,704.367461,0.518231,704.367461,PPT,0.500000,25.911544,,,
3,2014-02-17 03:30:00,0.903228,short,1.000000,47.884871,False,Standard (NTI+MB+IC),0.904228,10.000000,0.901873,0.900518,0.898712,2014-02-17 19:30:00,0.904313,stop_loss,1,16.000000,134.896139,TP1,0.500000,677.420907,134.896139,-10.850495,134.896139,PPT,0.500000,-542.524769,,,
4,2014-02-17 19:45:00,0.906333,long,1.000000,44.663819,False,Standard (NTI+MB+IC),0.905333,10.000000,0.907693,0.909052,0.910865,2014-02-17 23:30:00,0.905249,stop_loss,1,3.750000,137.839095,TP1,0.500000,679.749889,137.839095,-10.838216,137.839095,PPT,0.500000,-541.910794,,,
5,2014-02-17 23:45:00,0.905409,long,1.000000,18.037235,False,Standard (NTI+MB+IC),0.904409,10.000000,0.906767,0.908125,0.909936,2014-02-18 00:00:00,0.904276,stop_loss,0,0.250000,-1133.385100,PPT,1.000000,-1133.385100,-1133.385100,-11.333851,-1133.385100,,,,,,
6,2014-02-18 00:15:00,0.903669,long,1.000000,20.748503,False,Standard (NTI+MB+IC),0.904194,5.249630,0.905024,0.906380,0.908187,2014-02-18 00:30:00,0.904062,stop_loss,0,0.250000,393.171127,PPT,1.000000,393.171127,393.171127,3.931711,393.171127,,,,,,
7,2014-02-18 00:45:00,0.904169,long,1.000000,23.774444,False,Standard (NTI+MB+IC),0.904221,0.520512,0.905525,0.906881,0.908690,2014-02-18 01:00:00,0.904174,stop_loss,0,0.250000,5.066355,PPT,1.000000,5.066355,5.066355,0.050664,5.066355,,,,,,
8,2014-02-18 01:15:00,0.903851,long,1.000000,25.215337,False,Standard (NTI+MB+IC),0.904222,3.713297,0.905207,0.906563,0.908370,2014-02-18 01:30:00,0.904090,stop_loss,0,0.250000,239.286188,PPT,1.000000,239.286188,239.286188,2.392862,239.286188,,,,,,
9,2014-02-18 02:45:00,0.903111,short,1.000000,43.122110,False,Standard (NTI+MB+IC),0.904111,10.000000,0.901756,0.900401,0.898595,2014-02-18 05:45:00,0.901756,tp1_pullback,2,3.000000,1693.332252,TP1,0.500000,677.332901,1693.332252,13.546658,1693.332252,TP2,0.250000,677.332901,PPT,0.250000,338.666450
10,2014-02-18 06:00:00,0.901732,short,1.000000,42.828610,False,Standard (NTI+MB+IC),0.902732,10.000000,0.900379,0.899027,0.897223,2014-02-18 07:00:00,0.902907,stop_loss,0,1.000000,-1174.922269,PPT,1.000000,-1174.922269,-1174.922269,-11.749223,-1174.922269,,,,,,
11,2014-02-18 07:15:00,0.902547,short,1.000000,15.375845,False,Standard (NTI+MB+IC),0.903547,10.000000,0.901193,0.899839,0.898034,2014-02-18 09:15:00,0.903622,stop_loss,0,2.000000,-1074.645694,PPT,1.000000,-1074.645694,-1074.645694,-10.746457,-1074.645694,,,,,,
12,2014-02-18 20:00:00,0.899414,short,1.000000,42.211583,False,Standard (NTI+MB+IC),0.900414,10.000000,0.898065,0.896716,0.894917,2014-02-18 20:30:00,0.900543,stop_loss,0,0.500000,-1128.726444,PPT,1.000000,-1128.726444,-1128.726444,-11.287264,-1128.726444,,,,,,
13,2014-02-18 20:45:00,0.900656,short,1.000000,33.322361,False,Standard (NTI+MB+IC),0.901656,10.000000,0.899305,0.897954,0.896153,2014-02-18 23:45:00,0.901674,stop_loss,0,3.000000,-1018.100944,PPT,1.000000,-1018.100944,-1018.100944,-10.181009,-1018.100944,,,,,,
14,2014-02-19 01:45:00,0.902429,short,1.000000,50.343935,False,Standard (NTI+MB+IC),0.903429,10.000000,0.901075,0.899721,0.897916,2014-02-19 04:45:00,0.903525,stop_loss,0,3.000000,-1096.820025,PPT,1.000000,-1096.820025,-1096.820025,-10.968200,-1096.820025,,,,,,
15,2014-02-19 05:00:00,0.903605,long,1.000000,45.085855,False,Standard (NTI+MB+IC),0.902605,10.000000,0.904960,0.906315,0.908123,2014-02-19 07:00:00,0.902578,stop_loss,0,2.000000,-1026.828428,PPT,1.000000,-1026.828428,-1026.828428,-10.268284,-1026.828428,,,,,,
16,2014-02-19 07:15:00,0.903041,long,1.000000,20.124530,False,Standard (NTI+MB+IC),0.902041,10.000000,0.904396,0.905750,0.907556,2014-02-19 12:45:00,0.901885,stop_loss,0,5.500000,-1156.551468,PPT,1.000000,-1156.551468,-1156.551468,-11.565515,-1156.551468,,,,,,
17,2014-02-19 14:15:00,0.900560,short,1.000000,42.675211,False,Standard (NTI+MB+IC),0.901560,10.000000,0.899209,0.897858,0.896057,2014-02-19 20:45:00,0.896057,take_profit_3,3,6.500000,2476.540415,TP1,0.500000,675.420113,2476.540415,45.028008,2476.540415,TP2,0.250000,675.420113,TP3,0.250000,1125.700188
18,2014-02-19 21:00:00,0.895538,short,1.000000,39.337864,False,Standard (NTI+MB+IC),0.896538,10.000000,0.894195,0.892852,0.891061,2014-02-20 00:45:00,0.895477,trailing_stop,1,3.750000,702.271144,TP1,0.500000,671.653721,702.271144,0.612348,702.271144,PPT,0.500000,30.617423,,,
19,2014-02-20 01:00:00,0.894974,short,1.000000,17.383584,False,Standard (NTI+MB+IC),0.895974,10.000000,0.893631,0.892289,0.890499,2014-02-20 02:15:00,0.895987,stop_loss,0,1.250000,-1013.371212,PPT,1.000000,-1013.371212,-1013.371212,-10.133712,-1013.371212,,,,,,
20,2014-02-20 02:30:00,0.895804,short,1.000000,14.710048,False,Standard (NTI+MB+IC),0.896804,10.000000,0.894460,0.893116,0.891325,2014-02-20 03:00:00,0.896976,stop_loss,0,0.500000,-1171.832852,PPT,1.000000,-1171.832852,-1171.832852,-11.718329,-1171.832852,,,,,,
21,2014-02-20 03:15:00,0.896807,short,1.000000,19.909622,False,Standard (NTI+MB+IC),0.897807,10.000000,0.895462,0.894117,0.892323,2014-02-20 04:15:00,0.897920,stop_loss,0,1.000000,-1112.626027,PPT,1.000000,-1112.626027,-1112.626027,-11.126260,-1112.626027,,,,,,
22,2014-02-20 04:30:00,0.897571,short,1.000000,29.102764,False,Standard (NTI+MB+IC),0.898571,10.000000,0.896224,0.894878,0.893083,2014-02-20 06:15:00,0.898618,stop_loss,0,1.750000,-1047.371471,PPT,1.000000,-1047.371471,-1047.371471,-10.473715,-1047.371471,,,,,,
