trade_id,entry_time,entry_price,direction,initial_size_millions,confidence,is_relaxed,entry_logic,sl_price,sl_distance_pips,tp1_price,tp2_price,tp3_price,exit_time,exit_price,exit_reason,tp_hits,trade_duration_hours,final_pnl,partial_exit_1_type,partial_exit_1_size_m,partial_exit_1_pnl,partial_pnl_total,final_exit_pips,pnl_per_million,partial_exit_2_type,partial_exit_2_size_m,partial_exit_2_pnl
184,2020-11-03 13:15:00,0.715540,long,1.000000,16.906012,False,Standard (NTI+MB+IC),0.715040,5.000000,0.716184,0.716828,0.717686,2020-11-03 13:45:00,0.714894,stop_loss,0,0.500000,-645.693979,,,,,-6.456940,-645.693979,,,
185,2020-11-03 14:00:00,0.714013,long,1.000000,15.752672,False,Standard (NTI+MB+IC),0.713513,5.000000,0.714655,0.715298,0.716155,2020-11-03 15:30:00,0.714655,take_profit_1,1,1.500000,359.029119,PPT,0.700000,166.245743,359.029119,6.426113,359.029119,TP1,0.300000,192.783377
186,2020-11-03 16:00:00,0.716030,long,1.000000,29.681557,False,Standard (NTI+MB+IC),0.715530,5.000000,0.716674,0.717319,0.718178,2020-11-03 16:15:00,0.716674,take_profit_1,1,0.250000,515.341894,PPT,0.700000,322.013799,515.341894,6.444270,515.341894,TP1,0.300000,193.328095
187,2020-11-03 16:30:00,0.716506,long,1.000000,35.776243,False,Standard (NTI+MB+IC),0.716006,5.000000,0.717151,0.717795,0.718655,2020-11-03 17:15:00,0.715909,stop_loss,0,0.750000,-597.153243,,,,,-5.971532,-597.153243,,,
188,2020-11-03 18:00:00,0.718729,long,1.000000,27.229392,False,Standard (NTI+MB+IC),0.718229,5.000000,0.719375,0.720022,0.720885,2020-11-03 18:15:00,0.719375,take_profit_1,1,0.250000,426.045913,PPT,0.700000,231.989194,426.045913,6.468557,426.045913,TP1,0.300000,194.056718
189,2020-11-03 18:30:00,0.719345,long,1.000000,36.306549,False,Standard (NTI+MB+IC),0.718845,5.000000,0.719992,0.720640,0.721503,2020-11-03 19:00:00,0.719992,take_profit_1,1,0.500000,386.751851,PPT,0.700000,192.528712,386.751851,6.474105,386.751851,TP1,0.300000,194.223139
190,2020-11-03 19:15:00,0.718147,long,1.000000,45.950913,False,Standard (NTI+MB+IC),0.717647,5.000000,0.718794,0.719440,0.720302,2020-11-03 19:45:00,0.717569,stop_loss,1,0.500000,-170.286309,TP1,0.333333,215.444177,215.444177,-5.785957,-170.286309,,,
191,2020-11-04 07:00:00,0.715087,short,1.000000,48.191821,False,Standard (NTI+MB+IC),0.711982,31.054924,0.714444,0.713800,0.712942,2020-11-04 07:15:00,0.712132,stop_loss,0,0.250000,2955.243330,,,,,29.552433,2955.243330,,,
192,2020-11-04 07:30:00,0.715908,long,1.000000,56.920938,False,Standard (NTI+MB+IC),0.715408,5.000000,0.716553,0.717197,0.718056,2020-11-04 07:45:00,0.716553,take_profit_1,1,0.250000,726.540137,PPT,0.700000,533.244918,726.540137,6.443174,726.540137,TP1,0.300000,193.295220
193,2020-11-04 08:00:00,0.716932,long,1.000000,63.700846,False,Standard (NTI+MB+IC),0.716432,5.000000,0.717577,0.718223,0.719083,2020-11-04 08:15:00,0.716401,stop_loss,0,0.250000,-531.694826,,,,,-5.316948,-531.694826,,,
194,2020-11-04 08:30:00,0.714722,long,1.000000,54.546009,False,Standard (NTI+MB+IC),0.714222,5.000000,0.715365,0.716008,0.716866,2020-11-04 08:45:00,0.714096,stop_loss,0,0.250000,-625.231528,,,,,-6.252315,-625.231528,,,
195,2020-11-04 11:45:00,0.719182,long,1.000000,33.826455,False,Standard (NTI+MB+IC),0.718682,5.000000,0.719829,0.720477,0.721340,2020-11-04 12:00:00,0.718536,stop_loss,0,0.250000,-645.872899,,,,,-6.458729,-645.872899,,,
196,2020-11-04 12:15:00,0.718217,long,1.000000,38.657064,False,Standard (NTI+MB+IC),0.717717,5.000000,0.718864,0.719510,0.720372,2020-11-04 13:15:00,0.718864,take_profit_1,1,1.000000,335.690840,PPT,0.700000,141.772124,335.690840,6.463957,335.690840,TP1,0.300000,193.918716
197,2020-11-04 13:30:00,0.718450,long,1.000000,42.912163,False,Standard (NTI+MB+IC),0.717950,5.000000,0.719097,0.719743,0.720605,2020-11-04 15:00:00,0.719097,take_profit_1,1,1.500000,418.043002,PPT,0.700000,224.061525,418.043002,6.466049,418.043002,TP1,0.300000,193.981476
198,2020-11-05 03:00:00,0.720266,long,1.000000,37.949903,False,Standard (NTI+MB+IC),0.719766,5.000000,0.720914,0.721563,0.722427,2020-11-05 03:30:00,0.719680,stop_loss,1,0.500000,-174.784130,TP1,0.333333,216.079871,216.079871,-5.862960,-174.784130,,,
199,2020-11-05 04:15:00,0.720367,long,1.000000,43.065840,False,Standard (NTI+MB+IC),0.719867,5.000000,0.721016,0.721664,0.722528,2020-11-05 04:30:00,0.721016,take_profit_1,1,0.250000,840.433487,PPT,0.700000,645.934333,840.433487,6.483305,840.433487,TP1,0.300000,194.499154
200,2020-11-05 04:45:00,0.721208,long,1.000000,47.473194,False,Standard (NTI+MB+IC),0.720708,5.000000,0.721857,0.722506,0.723372,2020-11-05 05:45:00,0.721857,take_profit_1,1,1.000000,503.957500,PPT,0.700000,309.231275,503.957500,6.490874,503.957500,TP1,0.300000,194.726225
201,2020-11-05 06:00:00,0.720875,long,1.000000,40.839194,False,Standard (NTI+MB+IC),0.720375,5.000000,0.721524,0.722173,0.723038,2020-11-05 06:30:00,0.721524,take_profit_1,1,0.500000,750.794454,PPT,0.700000,556.158072,750.794454,6.487879,750.794454,TP1,0.300000,194.636382
202,2020-11-05 07:15:00,0.722988,long,1.000000,33.640205,False,Standard (NTI+MB+IC),0.722488,5.000000,0.723639,0.724290,0.725157,2020-11-05 07:30:00,0.723639,take_profit_1,1,0.250000,973.302917,PPT,0.700000,778.096040,973.302917,6.506896,973.302917,TP1,0.300000,195.206877
203,2020-11-05 07:45:00,0.724565,long,1.000000,39.420445,False,Standard (NTI+MB+IC),0.724065,5.000000,0.725217,0.725869,0.726738,2020-11-05 08:00:00,0.725217,take_profit_1,1,0.250000,346.333644,PPT,0.700000,150.701172,346.333644,6.521082,346.333644,TP1,0.300000,195.632472
204,2020-11-05 08:15:00,0.723011,long,1.000000,41.512814,False,Standard (NTI+MB+IC),0.722511,5.000000,0.723662,0.724313,0.725180,2020-11-05 08:30:00,0.723662,take_profit_1,1,0.250000,761.334817,PPT,0.700000,566.121778,761.334817,6.507101,761.334817,TP1,0.300000,195.213039
205,2020-11-05 08:45:00,0.724819,long,1.000000,40.883257,False,Standard (NTI+MB+IC),0.724319,5.000000,0.725471,0.726123,0.726993,2020-11-05 09:00:00,0.724149,stop_loss,0,0.250000,-669.763766,,,,,-6.697638,-669.763766,,,
206,2020-11-05 09:15:00,0.724167,long,1.000000,37.063522,False,Standard (NTI+MB+IC),0.723667,5.000000,0.724819,0.725471,0.726340,2020-11-05 09:30:00,0.724819,take_profit_1,1,0.250000,694.472486,PPT,0.700000,498.947337,694.472486,6.517505,694.472486,TP1,0.300000,195.525149
207,2020-11-05 09:45:00,0.724970,long,1.000000,36.904021,False,Standard (NTI+MB+IC),0.724470,5.000000,0.725622,0.726274,0.727144,2020-11-05 10:15:00,0.725622,take_profit_1,1,0.500000,448.059218,PPT,0.700000,252.317441,448.059218,6.524726,448.059218,TP1,0.300000,195.741778
208,2020-11-05 10:30:00,0.726240,long,1.000000,35.558387,False,Standard (NTI+MB+IC),0.725740,5.000000,0.726894,0.727547,0.728419,2020-11-05 10:45:00,0.726894,take_profit_1,1,0.250000,875.085959,PPT,0.700000,679.001159,875.085959,6.536160,875.085959,TP1,0.300000,196.084800
209,2020-11-05 11:00:00,0.726415,long,1.000000,39.308277,False,Standard (NTI+MB+IC),0.725915,5.000000,0.727069,0.727723,0.728594,2020-11-05 11:15:00,0.727069,take_profit_1,1,0.250000,332.517103,PPT,0.700000,136.385008,332.517103,6.537736,332.517103,TP1,0.300000,196.132094
210,2020-11-05 11:30:00,0.726372,long,1.000000,39.786371,False,Standard (NTI+MB+IC),0.725872,5.000000,0.727025,0.727679,0.728551,2020-11-05 12:15:00,0.725684,stop_loss,1,0.750000,-240.530025,TP1,0.333333,217.911453,217.911453,-6.876622,-240.530025,,,
211,2020-11-05 18:30:00,0.725895,long,1.000000,18.739120,False,Standard (NTI+MB+IC),0.725395,5.000000,0.726549,0.727202,0.728073,2020-11-05 18:45:00,0.726549,take_profit_1,1,0.250000,381.204937,PPT,0.700000,185.213176,381.204937,6.533059,381.204937,TP1,0.300000,195.991761
212,2020-11-09 08:00:00,0.731948,long,1.000000,44.455284,False,Standard (NTI+MB+IC),0.731448,5.000000,0.732606,0.733265,0.734143,2020-11-09 08:30:00,0.732606,take_profit_1,1,0.500000,605.284486,PPT,0.700000,407.658626,605.284486,6.587529,605.284486,TP1,0.300000,197.625860
213,2020-11-09 08:45:00,0.732529,long,1.000000,45.057551,False,Standard (NTI+MB+IC),0.732029,5.000000,0.733188,0.733847,0.734726,2020-11-09 09:00:00,0.733188,take_profit_1,1,0.250000,744.735016,PPT,0.700000,546.952283,744.735016,6.592758,744.735016,TP1,0.300000,197.782733
214,2020-11-09 09:15:00,0.733537,long,1.000000,48.123643,False,Standard (NTI+MB+IC),0.733037,5.000000,0.734197,0.734857,0.735738,2020-11-09 09:30:00,0.732877,stop_loss,0,0.250000,-659.925168,,,,,-6.599252,-659.925168,,,
215,2020-11-09 10:15:00,0.730629,long,1.000000,16.845072,False,Standard (NTI+MB+IC),0.730129,5.000000,0.731287,0.731944,0.732821,2020-11-09 10:30:00,0.730121,stop_loss,0,0.250000,-507.860104,,,,,-5.078601,-507.860104,,,
216,2020-11-10 22:30:00,0.731161,long,1.000000,45.472833,False,Standard (NTI+MB+IC),0.730661,5.000000,0.731819,0.732477,0.733354,2020-11-10 23:15:00,0.730603,stop_loss,0,0.750000,-558.052820,,,,,-5.580528,-558.052820,,,
217,2020-11-10 23:30:00,0.730877,long,1.000000,50.344256,False,Standard (NTI+MB+IC),0.730377,5.000000,0.731535,0.732192,0.733069,2020-11-11 01:15:00,0.730309,stop_loss,0,1.750000,-49.053748,PPT,0.700000,121.284779,121.284779,-5.677951,-49.053748,,,
218,2020-11-11 03:15:00,0.729015,long,1.000000,18.179819,False,Standard (NTI+MB+IC),0.729050,0.352910,0.729671,0.730327,0.731202,2020-11-11 03:45:00,0.729671,take_profit_1,1,0.500000,578.270209,PPT,0.700000,381.436134,578.270209,6.561136,578.270209,TP1,0.300000,196.834075
219,2020-11-11 07:30:00,0.726701,short,1.000000,45.005647,False,Standard (NTI+MB+IC),0.727201,5.000000,0.726047,0.725392,0.724520,2020-11-11 08:00:00,0.727362,stop_loss,0,0.500000,-661.060613,,,,,-6.610606,-661.060613,,,
220,2020-11-11 08:15:00,0.727612,short,1.000000,49.254459,False,Standard (NTI+MB+IC),0.728112,5.000000,0.726958,0.726303,0.725430,2020-11-11 09:30:00,0.726958,take_profit_1,1,1.250000,317.179876,PPT,0.700000,120.724511,317.179876,6.548512,317.179876,TP1,0.300000,196.455365
221,2020-11-11 10:15:00,0.727086,short,1.000000,42.390841,False,Standard (NTI+MB+IC),0.727586,5.000000,0.726432,0.725778,0.724905,2020-11-11 10:30:00,0.726432,take_profit_1,1,0.250000,578.751640,PPT,0.700000,382.438328,578.751640,6.543777,578.751640,TP1,0.300000,196.313312
222,2020-11-11 10:45:00,0.726333,short,1.000000,40.157378,False,Standard (NTI+MB+IC),0.726833,5.000000,0.725679,0.725026,0.724154,2020-11-11 12:00:00,0.726907,stop_loss,0,1.250000,-574.138834,,,,,-5.741388,-574.138834,,,
223,2020-11-12 02:30:00,0.725901,short,1.000000,40.070516,False,Standard (NTI+MB+IC),0.726401,5.000000,0.725248,0.724594,0.723723,2020-11-12 02:45:00,0.725248,take_profit_1,1,0.250000,588.602419,PPT,0.700000,392.609184,588.602419,6.533108,588.602419,TP1,0.300000,195.993235
224,2020-11-12 03:00:00,0.725938,short,1.000000,43.085555,False,Standard (NTI+MB+IC),0.726438,5.000000,0.725285,0.724631,0.723760,2020-11-12 03:15:00,0.725285,take_profit_1,1,0.250000,418.673495,PPT,0.700000,222.670208,418.673495,6.533443,418.673495,TP1,0.300000,196.003287
225,2020-11-12 03:30:00,0.725841,short,1.000000,40.573319,False,Standard (NTI+MB+IC),0.726341,5.000000,0.725187,0.724534,0.723663,2020-11-12 04:00:00,0.725187,take_profit_1,1,0.500000,679.476432,PPT,0.700000,483.499439,679.476432,6.532566,679.476432,TP1,0.300000,195.976993
226,2020-11-12 04:15:00,0.725810,short,1.000000,37.104641,False,Standard (NTI+MB+IC),0.726310,5.000000,0.725157,0.724504,0.723633,2020-11-12 04:30:00,0.726500,stop_loss,0,0.250000,-690.027161,,,,,-6.900272,-690.027161,,,
227,2020-11-12 14:30:00,0.723070,short,1.000000,42.008674,False,Standard (NTI+MB+IC),0.723570,5.000000,0.722419,0.721768,0.720901,2020-11-12 14:45:00,0.723571,stop_loss,0,0.250000,-501.398535,,,,,-5.013985,-501.398535,,,
228,2020-11-12 15:00:00,0.722689,short,1.000000,45.615887,False,Standard (NTI+MB+IC),0.723189,5.000000,0.722039,0.721388,0.720521,2020-11-12 18:15:00,0.723273,stop_loss,0,3.250000,-583.757122,,,,,-5.837571,-583.757122,,,
229,2020-11-12 19:45:00,0.722886,short,1.000000,34.148886,False,Standard (NTI+MB+IC),0.723386,5.000000,0.722235,0.721585,0.720717,2020-11-12 20:00:00,0.723451,stop_loss,0,0.250000,-565.506082,,,,,-5.655061,-565.506082,,,
230,2020-11-13 13:15:00,0.726748,long,1.000000,43.888207,False,Standard (NTI+MB+IC),0.726248,5.000000,0.727402,0.728056,0.728928,2020-11-15 18:00:00,0.727402,take_profit_1,1,52.750000,302.763671,PPT,0.700000,106.541765,302.763671,6.540730,302.763671,TP1,0.300000,196.221905
231,2020-11-15 18:30:00,0.728590,long,1.000000,35.413998,False,Standard (NTI+MB+IC),0.728090,5.000000,0.729246,0.729902,0.730776,2020-11-15 18:45:00,0.729246,take_profit_1,1,0.250000,427.666948,PPT,0.700000,230.947627,427.666948,6.557311,427.666948,TP1,0.300000,196.719320
232,2020-11-15 19:00:00,0.728652,long,1.000000,42.562558,False,Standard (NTI+MB+IC),0.728152,5.000000,0.729308,0.729964,0.730838,2020-11-15 19:45:00,0.729308,take_profit_1,1,0.750000,608.023862,PPT,0.700000,411.287702,608.023862,6.557872,608.023862,TP1,0.300000,196.736160
233,2020-11-15 20:00:00,0.729282,long,1.000000,49.687627,False,Standard (NTI+MB+IC),0.728782,5.000000,0.729938,0.730595,0.731470,2020-11-15 22:45:00,0.728599,stop_loss,0,2.750000,-682.513687,,,,,-6.825137,-682.513687,,,
234,2020-11-15 23:15:00,0.728664,long,1.000000,29.280648,False,Standard (NTI+MB+IC),0.728164,5.000000,0.729320,0.729976,0.730850,2020-11-16 03:00:00,0.729320,take_profit_1,1,3.750000,340.861142,PPT,0.700000,144.121832,340.861142,6.557977,340.861142,TP1,0.300000,196.739310
235,2020-11-16 03:30:00,0.730039,long,1.000000,40.476033,False,Standard (NTI+MB+IC),0.729539,5.000000,0.730696,0.731353,0.732229,2020-11-16 04:15:00,0.729520,stop_loss,0,0.750000,-518.982294,,,,,-5.189823,-518.982294,,,
236,2020-11-16 10:15:00,0.730508,long,1.000000,31.168394,False,Standard (NTI+MB+IC),0.730008,5.000000,0.731165,0.731823,0.732700,2020-11-16 10:45:00,0.731165,take_profit_1,1,0.500000,1297.636177,PPT,0.700000,1100.399017,1297.636177,6.574572,1297.636177,TP1,0.300000,197.237160
237,2020-11-16 11:00:00,0.732163,long,1.000000,39.130279,False,Standard (NTI+MB+IC),0.731663,5.000000,0.732822,0.733481,0.734360,2020-11-16 12:15:00,0.731557,stop_loss,0,1.250000,-606.007314,,,,,-6.060073,-606.007314,,,
238,2020-11-16 12:30:00,0.731750,long,1.000000,40.121008,False,Standard (NTI+MB+IC),0.731250,5.000000,0.732408,0.733067,0.733945,2020-11-16 13:15:00,0.731247,stop_loss,0,0.750000,-502.651485,,,,,-5.026515,-502.651485,,,
239,2020-11-16 13:30:00,0.731080,long,1.000000,13.445250,False,Standard (NTI+MB+IC),0.730580,5.000000,0.731738,0.732396,0.733273,2020-11-16 15:45:00,0.731738,take_profit_1,1,2.250000,316.684222,PPT,0.700000,119.292735,316.684222,6.579716,316.684222,TP1,0.300000,197.391487
240,2020-11-17 04:00:00,0.733837,short,1.000000,36.644853,False,Standard (NTI+MB+IC),0.731865,19.719776,0.733177,0.732517,0.731636,2020-11-17 04:30:00,0.732059,stop_loss,1,0.500000,1405.997962,TP1,0.333333,220.151227,220.151227,17.787701,1405.997962,,,
241,2020-11-17 09:45:00,0.729152,short,1.000000,38.664812,False,Standard (NTI+MB+IC),0.729652,5.000000,0.728496,0.727840,0.726965,2020-11-17 10:00:00,0.729764,stop_loss,0,0.250000,-611.940029,,,,,-6.119400,-611.940029,,,
242,2020-11-17 18:45:00,0.729559,short,1.000000,43.709427,False,Standard (NTI+MB+IC),0.730059,5.000000,0.728902,0.728246,0.727370,2020-11-17 19:15:00,0.728902,take_profit_1,1,0.500000,623.277106,PPT,0.700000,426.296178,623.277106,6.566031,623.277106,TP1,0.300000,196.980929
243,2020-11-17 19:30:00,0.727355,short,1.000000,56.682878,False,Standard (NTI+MB+IC),0.727855,5.000000,0.726700,0.726045,0.725172,2020-11-17 19:45:00,0.727965,stop_loss,0,0.250000,-610.930988,,,,,-6.109310,-610.930988,,,
244,2020-11-17 20:00:00,0.728133,short,1.000000,63.341758,False,Standard (NTI+MB+IC),0.728633,5.000000,0.727477,0.726822,0.725948,2020-11-17 20:45:00,0.727477,take_profit_1,1,0.750000,366.413573,PPT,0.700000,169.817772,366.413573,6.553193,366.413573,TP1,0.300000,196.595801
245,2020-11-17 21:00:00,0.728199,short,1.000000,65.044843,False,Standard (NTI+MB+IC),0.728699,5.000000,0.727544,0.726888,0.726014,2020-11-17 22:30:00,0.728876,stop_loss,0,1.500000,-63.867018,PPT,0.700000,139.287671,139.287671,-6.771823,-63.867018,,,
246,2020-11-17 22:45:00,0.728948,short,1.000000,19.068475,False,Standard (NTI+MB+IC),0.729448,5.000000,0.728292,0.727636,0.726761,2020-11-18 00:00:00,0.729623,stop_loss,0,1.250000,-675.356304,,,,,-6.753563,-675.356304,,,
247,2020-11-18 00:30:00,0.729229,short,1.000000,14.071963,False,Standard (NTI+MB+IC),0.729701,4.717771,0.728573,0.727917,0.727042,2020-11-18 02:15:00,0.729769,stop_loss,0,1.750000,89.418667,PPT,0.700000,251.475974,251.475974,-5.401910,89.418667,,,
248,2020-11-18 03:00:00,0.731599,long,1.000000,39.933585,False,Standard (NTI+MB+IC),0.731099,5.000000,0.732257,0.732916,0.733793,2020-11-18 04:00:00,0.732257,take_profit_1,1,1.000000,443.457600,PPT,0.700000,245.925958,443.457600,6.584388,443.457600,TP1,0.300000,197.531643
249,2020-11-18 04:15:00,0.732284,long,1.000000,51.838313,False,Standard (NTI+MB+IC),0.731784,5.000000,0.732943,0.733602,0.734481,2020-11-18 06:15:00,0.731696,stop_loss,0,2.000000,-31.804156,PPT,0.700000,144.434675,144.434675,-5.874628,-31.804156,,,
250,2020-11-18 06:45:00,0.731169,long,1.000000,16.841825,False,Standard (NTI+MB+IC),0.730669,5.000000,0.731827,0.732485,0.733363,2020-11-18 07:30:00,0.731827,take_profit_1,1,0.750000,540.932380,PPT,0.700000,343.516679,540.932380,6.580523,540.932380,TP1,0.300000,197.415701
251,2020-11-18 09:15:00,0.730224,long,1.000000,20.612497,False,Standard (NTI+MB+IC),0.730317,0.926108,0.730881,0.731538,0.732415,2020-11-18 09:30:00,0.730881,take_profit_1,1,0.250000,509.366823,PPT,0.700000,312.206346,509.366823,6.572016,509.366823,TP1,0.300000,197.160478
252,2020-11-18 15:45:00,0.730129,long,1.000000,15.814601,False,Standard (NTI+MB+IC),0.731051,9.218317,0.730787,0.731444,0.732320,2020-11-18 16:00:00,0.730953,stop_loss,0,0.250000,823.462299,,,,,8.234623,823.462299,,,
253,2020-11-18 16:30:00,0.730497,short,1.000000,42.523199,False,Standard (NTI+MB+IC),0.730997,5.000000,0.729840,0.729182,0.728306,2020-11-18 17:45:00,0.729840,take_profit_1,1,1.250000,468.325327,PPT,0.700000,271.091063,468.325327,6.574475,468.325327,TP1,0.300000,197.234264
254,2020-11-18 18:00:00,0.730225,short,1.000000,51.324948,False,Standard (NTI+MB+IC),0.730725,5.000000,0.729568,0.728910,0.728034,2020-11-18 19:00:00,0.729568,take_profit_1,1,1.000000,620.456199,PPT,0.700000,423.295528,620.456199,6.572022,620.456199,TP1,0.300000,197.160671
255,2020-11-18 19:15:00,0.728605,short,1.000000,58.952665,False,Standard (NTI+MB+IC),0.729105,5.000000,0.727950,0.727294,0.726420,2020-11-18 19:30:00,0.729135,stop_loss,0,0.250000,-529.650737,,,,,-5.296507,-529.650737,,,
256,2020-11-18 19:45:00,0.728873,short,1.000000,52.021087,False,Standard (NTI+MB+IC),0.729373,5.000000,0.728217,0.727561,0.726686,2020-11-18 21:30:00,0.729428,stop_loss,0,1.750000,-554.532662,,,,,-5.545327,-554.532662,,,
257,2020-11-18 22:45:00,0.728982,short,1.000000,23.208107,False,Standard (NTI+MB+IC),0.729482,5.000000,0.728326,0.727670,0.726795,2020-11-19 00:30:00,0.729624,stop_loss,0,1.750000,-641.779163,,,,,-6.417792,-641.779163,,,
258,2020-11-19 04:00:00,0.727463,short,1.000000,35.803120,False,Standard (NTI+MB+IC),0.727963,5.000000,0.726808,0.726153,0.725281,2020-11-19 04:30:00,0.726808,take_profit_1,1,0.500000,534.462421,PPT,0.700000,338.047431,534.462421,6.547166,534.462421,TP1,0.300000,196.414990
259,2020-11-19 04:45:00,0.726565,short,1.000000,47.352305,False,Standard (NTI+MB+IC),0.727065,5.000000,0.725911,0.725257,0.724385,2020-11-19 05:00:00,0.725911,take_profit_1,1,0.250000,766.562452,PPT,0.700000,570.389944,766.562452,6.539084,766.562452,TP1,0.300000,196.172508
260,2020-11-19 05:15:00,0.726055,short,1.000000,55.858763,False,Standard (NTI+MB+IC),0.726555,5.000000,0.725401,0.724748,0.723877,2020-11-19 06:30:00,0.726690,stop_loss,0,1.250000,-634.848068,,,,,-6.348481,-634.848068,,,
261,2020-11-19 07:30:00,0.727139,short,1.000000,14.649065,False,Standard (NTI+MB+IC),0.727639,5.000000,0.726485,0.725831,0.724958,2020-11-19 08:30:00,0.726485,take_profit_1,1,1.000000,559.908681,PPT,0.700000,363.581042,559.908681,6.544255,559.908681,TP1,0.300000,196.327638
262,2020-11-19 08:45:00,0.727039,short,1.000000,24.936325,False,Standard (NTI+MB+IC),0.727539,5.000000,0.726384,0.725730,0.724857,2020-11-19 09:15:00,0.726384,take_profit_1,1,0.500000,531.256623,PPT,0.700000,334.956226,531.256623,6.543347,531.256623,TP1,0.300000,196.300397
263,2020-11-19 09:30:00,0.726227,short,1.000000,27.056762,False,Standard (NTI+MB+IC),0.726727,5.000000,0.725573,0.724920,0.724048,2020-11-19 09:45:00,0.726912,stop_loss,0,0.250000,-685.107534,,,,,-6.851075,-685.107534,,,
264,2020-11-19 14:45:00,0.729113,long,1.000000,44.381723,False,Standard (NTI+MB+IC),0.728613,5.000000,0.729770,0.730426,0.731301,2020-11-19 16:45:00,0.728480,stop_loss,0,2.000000,59.691416,PPT,0.700000,249.671882,249.671882,-6.332682,59.691416,,,
265,2020-11-19 17:30:00,0.727745,long,1.000000,23.923053,False,Standard (NTI+MB+IC),0.727521,2.236811,0.728400,0.729054,0.729928,2020-11-19 17:45:00,0.727381,stop_loss,0,0.250000,-363.487824,,,,,-3.634878,-363.487824,,,
266,2020-11-19 18:00:00,0.727395,long,1.000000,50.833954,False,Standard (NTI+MB+IC),0.727536,1.405982,0.728050,0.728704,0.729577,2020-11-19 18:30:00,0.727505,stop_loss,0,0.500000,176.335744,PPT,0.700000,143.469557,143.469557,1.095540,176.335744,,,
267,2020-11-19 18:45:00,0.726733,short,1.000000,51.429887,False,Standard (NTI+MB+IC),0.727233,5.000000,0.726079,0.725425,0.724553,2020-11-19 19:00:00,0.727236,stop_loss,0,0.250000,-502.715100,,,,,-5.027151,-502.715100,,,
268,2020-11-20 00:45:00,0.729485,long,1.000000,46.863935,False,Standard (NTI+MB+IC),0.728985,5.000000,0.730142,0.730798,0.731674,2020-11-20 02:00:00,0.730142,take_profit_1,1,1.250000,375.342477,PPT,0.700000,178.381481,375.342477,6.565367,375.342477,TP1,0.300000,196.960996
269,2020-11-20 07:15:00,0.731076,long,1.000000,44.197842,False,Standard (NTI+MB+IC),0.730576,5.000000,0.731734,0.732391,0.733269,2020-11-20 08:15:00,0.730516,stop_loss,0,1.000000,17.337003,PPT,0.700000,185.123994,185.123994,-5.592900,17.337003,,,
270,2020-11-20 08:30:00,0.730473,long,1.000000,42.054123,False,Standard (NTI+MB+IC),0.729973,5.000000,0.731130,0.731787,0.732664,2020-11-20 09:00:00,0.731130,take_profit_1,1,0.500000,349.389681,PPT,0.700000,152.162072,349.389681,6.574254,349.389681,TP1,0.300000,197.227609
271,2020-11-20 09:15:00,0.731553,long,1.000000,34.459486,False,Standard (NTI+MB+IC),0.731053,5.000000,0.732212,0.732870,0.733748,2020-11-20 09:30:00,0.732212,take_profit_1,1,0.250000,657.160580,PPT,0.700000,459.641170,657.160580,6.583980,657.160580,TP1,0.300000,197.519410
272,2020-11-20 09:45:00,0.731072,long,1.000000,34.638363,False,Standard (NTI+MB+IC),0.730572,5.000000,0.731730,0.732388,0.733265,2020-11-20 10:15:00,0.731730,take_profit_1,1,0.500000,728.197661,PPT,0.700000,530.808301,728.197661,6.579645,728.197661,TP1,0.300000,197.389360
273,2020-11-23 04:15:00,0.733314,long,1.000000,48.769192,False,Standard (NTI+MB+IC),0.732814,5.000000,0.733974,0.734634,0.735514,2020-11-23 04:30:00,0.732700,stop_loss,0,0.250000,-613.717504,,,,,-6.137175,-613.717504,,,
274,2020-11-23 04:45:00,0.733021,long,1.000000,47.574078,False,Standard (NTI+MB+IC),0.732521,5.000000,0.733681,0.734340,0.735220,2020-11-23 08:30:00,0.732449,stop_loss,0,3.750000,-18.348578,PPT,0.700000,153.309708,153.309708,-5.721943,-18.348578,,,
275,2020-11-23 10:00:00,0.729236,short,1.000000,47.314350,False,Standard (NTI+MB+IC),0.729736,5.000000,0.728580,0.727924,0.727049,2020-11-23 10:15:00,0.728580,take_profit_1,1,0.250000,1580.338741,PPT,0.700000,1383.444927,1580.338741,6.563127,1580.338741,TP1,0.300000,196.893814
276,2020-11-23 10:30:00,0.728235,short,1.000000,57.921340,False,Standard (NTI+MB+IC),0.728735,5.000000,0.727579,0.726924,0.726050,2020-11-23 11:00:00,0.727579,take_profit_1,1,0.500000,360.892601,PPT,0.700000,164.269240,360.892601,6.554112,360.892601,TP1,0.300000,196.623361
277,2020-11-23 11:15:00,0.727727,short,1.000000,69.817992,False,Standard (NTI+MB+IC),0.728227,5.000000,0.727072,0.726417,0.725544,2020-11-23 11:30:00,0.727072,take_profit_1,1,0.250000,516.374962,PPT,0.700000,319.888676,516.374962,6.549543,516.374962,TP1,0.300000,196.486286
278,2020-11-23 11:45:00,0.727833,short,1.000000,74.098051,False,Standard (NTI+MB+IC),0.728333,5.000000,0.727178,0.726523,0.725650,2020-11-23 12:30:00,0.728438,stop_loss,0,0.750000,-52.946897,PPT,0.700000,128.420720,128.420720,-6.045587,-52.946897,,,
