trade_id,entry_time,entry_price,direction,initial_size,initial_size_millions,confidence,is_relaxed,entry_logic,sl_price,sl_distance_pips,tp1_price,tp2_price,tp3_price,tp1_distance_pips,tp2_distance_pips,tp3_distance_pips,exit_time,final_exit_price,exit_reason,trade_duration_hours,tp_hits,total_exited,total_exited_millions,position_integrity_ok,partial_pnl_total,final_pnl,pnl_per_million,partial_exit_1_type,partial_exit_1_size_m,partial_exit_1_price,partial_exit_1_pips,partial_exit_1_pnl,partial_exit_2_type,partial_exit_2_size_m,partial_exit_2_price,partial_exit_2_pips,partial_exit_2_pnl,partial_exit_3_type,partial_exit_3_size_m,partial_exit_3_price,partial_exit_3_pips,partial_exit_3_pnl
11,2011-04-15 13:30:00,1.056322,long,1000000.000000,1.000000,47.776938,False,Standard (NTI+MB+IC),1.055822,5.000000,1.057273,1.058223,1.059491,9.506899,19.013798,31.689664,2011-04-15 15:00:00,1.056344,trailing_stop,1.500000,1,1000000.000000,1.000000,True,429.577729,433.977975,433.977975,PARTIAL,0.700000,1.056800,4.778832,334.518245,TP1,0.099990,1.057273,9.506899,95.059484,trailing_stop,0.200010,1.056344,0.220001,4.400246
12,2011-04-18 04:30:00,1.053463,short,1000000.000000,1.000000,46.868184,False,Standard (NTI+MB+IC),1.053963,5.000000,1.052515,1.051566,1.050302,9.481164,18.962329,31.603882,2011-04-18 05:00:00,1.054147,stop_loss,0.500000,0,1000000.000000,1.000000,True,0.000000,-684.092290,-684.092290,stop_loss,1.000000,1.054147,-6.840923,-684.092290,,,,,,,,,,
13,2011-04-18 05:15:00,1.053571,short,1000000.000000,1.000000,46.926693,False,Standard (NTI+MB+IC),1.054071,5.000000,1.052623,1.051675,1.050411,9.482141,18.964283,31.607138,2011-04-18 07:00:00,1.052623,tp1_pullback,1.750000,2,1000000.000000,1.000000,True,544.354717,639.180873,639.180873,PARTIAL,0.700000,1.053200,3.712721,259.890474,TP1,0.099990,1.052623,9.482141,94.811932,TP2,0.100005,1.051675,18.964283,189.652311
14,2011-04-18 07:15:00,1.051976,short,1000000.000000,1.000000,55.647010,False,Standard (NTI+MB+IC),1.052476,5.000000,1.051029,1.050082,1.048820,9.467784,18.935568,31.559280,2011-04-18 09:00:00,1.051994,trailing_stop,1.750000,1,1000000.000000,1.000000,True,287.879552,284.334054,284.334054,PARTIAL,0.700000,1.051700,2.760160,193.211178,TP1,0.099990,1.051029,9.467784,94.668374,trailing_stop,0.200010,1.051994,-0.177266,-3.545497
15,2011-04-18 09:15:00,1.052791,short,1000000.000000,1.000000,28.783288,False,Standard (NTI+MB+IC),1.053291,5.000000,1.051843,1.050896,1.049632,9.475116,18.950232,31.583720,2011-04-18 10:00:00,1.049632,take_profit_3,0.750000,3,1000000.000000,1.000000,True,1083.577910,1083.577910,1083.577910,PARTIAL,0.700000,1.052100,6.906735,483.471435,TP1,0.099990,1.051843,9.475116,94.741685,TP2,0.100005,1.050896,18.950232,189.511796
16,2011-04-18 10:15:00,1.047763,short,1000000.000000,1.000000,49.323811,False,Standard (NTI+MB+IC),1.048263,5.000000,1.046820,1.045877,1.044620,9.429871,18.859741,31.432902,2011-04-18 11:15:00,1.046820,tp1_pullback,1.000000,2,1000000.000000,1.000000,True,397.286509,491.589931,491.589931,PARTIAL,0.700000,1.047600,1.634148,114.390387,TP1,0.099990,1.046820,9.429871,94.289277,TP2,0.100005,1.045877,18.859741,188.606845
17,2011-04-18 11:30:00,1.049264,short,1000000.000000,1.000000,46.747175,False,Standard (NTI+MB+IC),1.049764,5.000000,1.048320,1.047375,1.046116,9.443377,18.886754,31.477923,2011-04-18 12:00:00,1.049302,trailing_stop,0.500000,0,1000000.000000,1.000000,True,394.878238,383.372326,383.372326,PARTIAL,0.700000,1.048700,5.641118,394.878238,trailing_stop,0.300000,1.049302,-0.383530,-11.505912,,,,,
18,2011-04-18 12:15:00,1.049065,short,1000000.000000,1.000000,17.080185,False,Standard (NTI+MB+IC),1.049565,5.000000,1.048121,1.047177,1.045918,9.441587,18.883174,31.471957,2011-04-18 13:30:00,1.049044,trailing_stop,1.250000,1,1000000.000000,1.000000,True,210.072784,214.224832,214.224832,PARTIAL,0.700000,1.048900,1.652376,115.666354,TP1,0.099990,1.048121,9.441587,94.406430,trailing_stop,0.200010,1.049044,0.207592,4.152048
19,2011-04-18 20:30:00,1.047953,short,1000000.000000,1.000000,42.394680,False,Standard (NTI+MB+IC),1.048453,5.000000,1.047010,1.046067,1.044810,9.431581,18.863162,31.438603,2011-04-18 20:45:00,1.048517,stop_loss,0.250000,0,1000000.000000,1.000000,True,0.000000,-563.650796,-563.650796,stop_loss,1.000000,1.048517,-5.636508,-563.650796,,,,,,,,,,
20,2011-04-18 21:30:00,1.047069,short,1000000.000000,1.000000,36.114376,False,Standard (NTI+MB+IC),1.047569,5.000000,1.046126,1.045184,1.043928,9.423619,18.847238,31.412063,2011-04-18 23:00:00,1.046911,trailing_stop,1.500000,1,1000000.000000,1.000000,True,772.357108,803.970191,803.970191,PARTIAL,0.700000,1.046100,9.687576,678.130344,TP1,0.099990,1.046126,9.423619,94.226765,trailing_stop,0.200010,1.046911,1.580575,31.613083
21,2011-04-18 23:15:00,1.046273,short,1000000.000000,1.000000,32.623288,False,Standard (NTI+MB+IC),1.046773,5.000000,1.045331,1.044390,1.043134,9.416455,18.832911,31.388185,2011-04-19 01:00:00,1.046860,stop_loss,1.750000,0,1000000.000000,1.000000,True,0.000000,-587.130564,-587.130564,stop_loss,1.000000,1.046860,-5.871306,-587.130564,,,,,,,,,,
22,2011-04-19 05:30:00,1.050876,short,1000000.000000,1.000000,29.903852,False,Standard (NTI+MB+IC),1.048224,26.526953,1.049931,1.048985,1.047724,9.457887,18.915774,31.526290,2011-04-19 06:00:00,1.049763,signal_flip,0.500000,1,1000000.000000,1.000000,True,708.006996,930.767233,930.767233,PARTIAL,0.700000,1.050000,8.763394,613.437583,TP1,0.099990,1.049931,9.457887,94.569413,signal_flip,0.200010,1.049763,11.137455,222.760237
23,2011-04-19 06:45:00,1.049511,long,1000000.000000,1.000000,39.370037,False,Standard (NTI+MB+IC),1.049011,5.000000,1.050455,1.051400,1.052659,9.445598,18.891196,31.485327,2011-04-19 08:15:00,1.050455,tp1_pullback,1.500000,2,1000000.000000,1.000000,True,905.735407,1000.196111,1000.196111,PARTIAL,0.700000,1.050400,8.890964,622.367463,TP1,0.099990,1.050455,9.445598,94.446536,TP2,0.100005,1.051400,18.891196,188.921408
24,2011-04-19 08:30:00,1.050204,long,1000000.000000,1.000000,36.961746,False,Standard (NTI+MB+IC),1.049704,5.000000,1.051149,1.052094,1.053354,9.451832,18.903665,31.506108,2011-04-19 08:45:00,1.049594,stop_loss,0.250000,0,1000000.000000,1.000000,True,0.000000,-609.215067,-609.215067,stop_loss,1.000000,1.049594,-6.092151,-609.215067,,,,,,,,,,
25,2011-04-19 13:30:00,1.052339,long,1000000.000000,1.000000,34.535123,False,Standard (NTI+MB+IC),1.051839,5.000000,1.053286,1.054233,1.055496,9.471051,18.942101,31.570168,2011-04-19 14:15:00,1.051818,stop_loss,0.750000,0,1000000.000000,1.000000,True,112.736204,-43.422247,-43.422247,PARTIAL,0.700000,1.052500,1.610517,112.736204,stop_loss,0.300000,1.051818,-5.205282,-156.158451,,,,,
26,2011-04-19 14:30:00,1.052342,long,1000000.000000,1.000000,36.110459,False,Standard (NTI+MB+IC),1.051842,5.000000,1.053289,1.054236,1.055499,9.471080,18.942159,31.570266,2011-04-19 14:45:00,1.051706,stop_loss,0.250000,0,1000000.000000,1.000000,True,0.000000,-636.023153,-636.023153,stop_loss,1.000000,1.051706,-6.360232,-636.023153,,,,,,,,,,
27,2011-04-19 19:30:00,1.055313,long,1000000.000000,1.000000,33.061499,False,Standard (NTI+MB+IC),1.054813,5.000000,1.056263,1.057213,1.058479,9.497819,18.995637,31.659396,2011-04-19 19:45:00,1.054635,stop_loss,0.250000,0,1000000.000000,1.000000,True,0.000000,-677.780220,-677.780220,stop_loss,1.000000,1.054635,-6.777802,-677.780220,,,,,,,,,,
28,2011-04-19 20:00:00,1.054803,long,1000000.000000,1.000000,39.286922,False,Standard (NTI+MB+IC),1.054303,5.000000,1.055752,1.056701,1.057967,9.493223,18.986446,31.644076,2011-04-19 21:45:00,1.057967,take_profit_3,1.750000,3,1000000.000000,1.000000,True,739.472182,739.472182,739.472182,PARTIAL,0.700000,1.055000,1.974556,138.218910,TP1,0.099990,1.055752,9.493223,94.922736,TP2,0.100005,1.056701,18.986446,189.873951
29,2011-04-19 22:00:00,1.057136,long,1000000.000000,1.000000,61.904508,False,Standard (NTI+MB+IC),1.056636,5.000000,1.058088,1.059039,1.060308,9.514225,19.028450,31.714083,2011-04-19 23:45:00,1.058088,tp1_pullback,1.750000,2,1000000.000000,1.000000,True,400.149483,495.296490,495.296490,PARTIAL,0.700000,1.057300,1.638896,114.722734,TP1,0.099990,1.058088,9.514225,95.132736,TP2,0.100005,1.059039,19.028450,190.294014
30,2011-04-20 00:00:00,1.058404,long,1000000.000000,1.000000,64.484408,False,Standard (NTI+MB+IC),1.057904,5.000000,1.059356,1.060309,1.061579,9.525634,19.051267,31.752112,2011-04-20 00:30:00,1.057719,stop_loss,0.500000,0,1000000.000000,1.000000,True,0.000000,-684.397565,-684.397565,stop_loss,1.000000,1.057719,-6.843976,-684.397565,,,,,,,,,,
31,2011-04-20 00:45:00,1.058428,long,1000000.000000,1.000000,54.570777,False,Standard (NTI+MB+IC),1.057928,5.000000,1.059381,1.060333,1.061604,9.525855,19.051709,31.752849,2011-04-20 01:30:00,1.057903,stop_loss,0.750000,0,1000000.000000,1.000000,True,0.000000,-525.458719,-525.458719,stop_loss,1.000000,1.057903,-5.254587,-525.458719,,,,,,,,,,
32,2011-04-20 01:45:00,1.058143,long,1000000.000000,1.000000,41.635513,False,Standard (NTI+MB+IC),1.057643,5.000000,1.059095,1.060048,1.061318,9.523288,19.046575,31.744292,2011-04-20 02:45:00,1.059095,tp1_pullback,1.000000,2,1000000.000000,1.000000,True,745.545139,840.782777,840.782777,PARTIAL,0.700000,1.058800,6.569236,459.846508,TP1,0.099990,1.059095,9.523288,95.223354,TP2,0.100005,1.060048,19.046575,190.475277
33,2011-04-20 03:00:00,1.059636,long,1000000.000000,1.000000,47.526193,False,Standard (NTI+MB+IC),1.059136,5.000000,1.060589,1.061543,1.062815,9.536722,19.073444,31.789073,2011-04-20 04:45:00,1.062815,take_profit_3,1.750000,3,1000000.000000,1.000000,True,928.981877,928.981877,928.981877,PARTIAL,0.700000,1.060100,4.642480,324.973604,TP1,0.099990,1.060589,9.536722,95.357681,TP2,0.100005,1.061543,19.073444,190.743972
34,2011-04-20 05:00:00,1.065222,long,1000000.000000,1.000000,73.137197,False,Standard (NTI+MB+IC),1.064722,5.000000,1.066181,1.067140,1.068418,9.587002,19.174003,31.956672,2011-04-20 06:45:00,1.066991,trailing_stop,1.750000,2,1000000.000000,1.000000,True,481.927054,658.790198,658.790198,PARTIAL,0.700000,1.065500,2.775957,194.317005,TP1,0.099990,1.066181,9.587002,95.860429,TP2,0.100005,1.067140,19.174003,191.749620
35,2011-04-20 07:00:00,1.067021,long,1000000.000000,1.000000,87.995995,False,Standard (NTI+MB+IC),1.066521,5.000000,1.067981,1.068941,1.070222,9.603185,19.206370,32.010616,2011-04-20 07:30:00,1.067059,trailing_stop,0.500000,0,1000000.000000,1.000000,True,405.619806,417.123360,417.123360,PARTIAL,0.700000,1.067600,5.794569,405.619806,trailing_stop,0.300000,1.067059,0.383452,11.503554,,,,,
36,2011-04-20 07:45:00,1.065447,long,1000000.000000,1.000000,80.522439,False,Standard (NTI+MB+IC),1.064947,5.000000,1.066405,1.067364,1.068643,9.589019,19.178038,31.963397,2011-04-20 08:45:00,1.065645,trailing_stop,1.000000,1,1000000.000000,1.000000,True,763.282152,802.949568,802.949568,PARTIAL,0.700000,1.066400,9.534308,667.401550,TP1,0.099990,1.066405,9.589019,95.880602,trailing_stop,0.200010,1.065645,1.983272,39.667415
37,2011-04-20 09:00:00,1.065612,long,1000000.000000,1.000000,23.429727,False,Standard (NTI+MB+IC),1.065112,5.000000,1.066571,1.067530,1.068809,9.590505,19.181011,31.968352,2011-04-20 10:15:00,1.068809,take_profit_3,1.250000,3,1000000.000000,1.000000,True,1299.210691,1299.210691,1299.210691,PARTIAL,0.700000,1.066600,9.882800,691.796026,TP1,0.099990,1.066571,9.590505,95.895464,TP2,0.100005,1.067530,19.181011,191.819700
38,2011-04-20 10:30:00,1.067138,long,1000000.000000,1.000000,38.101244,False,Standard (NTI+MB+IC),1.066638,5.000000,1.068098,1.069059,1.070339,9.604242,19.208484,32.014140,2011-04-20 11:00:00,1.067180,trailing_stop,0.500000,0,1000000.000000,1.000000,True,323.410952,335.893573,335.893573,PARTIAL,0.700000,1.067600,4.620156,323.410952,trailing_stop,0.300000,1.067180,0.416087,12.482621,,,,,
39,2011-04-20 11:15:00,1.066941,long,1000000.000000,1.000000,31.368827,False,Standard (NTI+MB+IC),1.066441,5.000000,1.067901,1.068861,1.070141,9.602465,19.204929,32.008216,2011-04-20 12:15:00,1.066989,trailing_stop,1.000000,1,1000000.000000,1.000000,True,487.650754,497.413794,497.413794,PARTIAL,0.700000,1.067500,5.594796,391.635710,TP1,0.099990,1.067901,9.602465,96.015044,trailing_stop,0.200010,1.066989,0.488128,9.763040
40,2011-04-20 12:30:00,1.066203,long,1000000.000000,1.000000,11.872384,False,Standard (NTI+MB+IC),1.065703,5.000000,1.067162,1.068122,1.069401,9.595825,19.191650,31.986083,2011-04-20 13:00:00,1.065692,stop_loss,0.500000,0,1000000.000000,1.000000,True,0.000000,-510.417047,-510.417047,stop_loss,1.000000,1.065692,-5.104170,-510.417047,,,,,,,,,,
41,2011-04-20 13:15:00,1.065517,long,1000000.000000,1.000000,13.613824,False,Standard (NTI+MB+IC),1.065017,5.000000,1.066476,1.067435,1.068713,9.589651,19.179302,31.965503,2011-04-20 16:00:00,1.068713,take_profit_3,2.750000,3,1000000.000000,1.000000,True,1435.634886,1435.634886,1435.634886,PARTIAL,0.700000,1.066700,11.832491,828.274355,TP1,0.099990,1.066476,9.589651,95.886918,TP2,0.100005,1.067435,19.179302,191.802605
42,2011-04-20 16:15:00,1.068817,long,1000000.000000,1.000000,30.950394,False,Standard (NTI+MB+IC),1.068317,5.000000,1.069779,1.070741,1.072023,9.619353,19.238706,32.064511,2011-04-20 17:15:00,1.069779,tp1_pullback,1.000000,2,1000000.000000,1.000000,True,696.668027,792.866369,792.866369,PARTIAL,0.700000,1.069400,5.829820,408.087432,TP1,0.099990,1.069779,9.619353,96.183912,TP2,0.100005,1.070741,19.238706,192.396683
43,2011-04-20 17:30:00,1.069415,long,1000000.000000,1.000000,45.163998,False,Standard (NTI+MB+IC),1.068915,5.000000,1.070377,1.071340,1.072623,9.624733,19.249467,32.082445,2011-04-20 18:00:00,1.069378,trailing_stop,0.500000,0,1000000.000000,1.000000,True,199.620070,188.620413,188.620413,PARTIAL,0.700000,1.069700,2.851715,199.620070,trailing_stop,0.300000,1.069378,-0.366655,-10.999657,,,,,
44,2011-04-20 18:15:00,1.068408,long,1000000.000000,1.000000,34.889608,False,Standard (NTI+MB+IC),1.067908,5.000000,1.069369,1.070331,1.071613,9.615670,19.231340,32.052233,2011-04-20 18:45:00,1.067830,stop_loss,0.500000,0,1000000.000000,1.000000,True,0.000000,-578.001623,-578.001623,stop_loss,1.000000,1.067830,-5.780016,-578.001623,,,,,,,,,,
45,2011-04-20 20:00:00,1.069702,long,1000000.000000,1.000000,25.323006,False,Standard (NTI+MB+IC),1.069202,5.000000,1.070665,1.071627,1.072911,9.627318,19.254636,32.091059,2011-04-20 20:45:00,1.072911,take_profit_3,0.750000,3,1000000.000000,1.000000,True,1938.360287,1938.360287,1938.360287,PARTIAL,0.700000,1.071600,18.980202,1328.614113,TP1,0.099990,1.070665,9.627318,96.263551,TP2,0.100005,1.071627,19.254636,192.555984
46,2011-04-20 21:00:00,1.072836,long,1000000.000000,1.000000,45.885889,False,Standard (NTI+MB+IC),1.072336,5.000000,1.073801,1.074767,1.076054,9.655522,19.311044,32.185073,2011-04-20 22:15:00,1.076054,take_profit_3,1.250000,3,1000000.000000,1.000000,True,1426.492765,1426.492765,1426.492765,PARTIAL,0.700000,1.074000,11.642290,814.960283,TP1,0.099990,1.073801,9.655522,96.545564,TP2,0.100005,1.074767,19.311044,193.120094
47,2011-04-20 22:30:00,1.075718,long,1000000.000000,1.000000,68.855330,False,Standard (NTI+MB+IC),1.075218,5.000000,1.076686,1.077654,1.078945,9.681460,19.362919,32.271532,2011-04-20 23:00:00,1.075720,trailing_stop,0.500000,0,1000000.000000,1.000000,True,407.578911,408.136442,408.136442,PARTIAL,0.700000,1.076300,5.822556,407.578911,trailing_stop,0.300000,1.075720,0.018584,0.557532,,,,,
48,2011-04-20 23:15:00,1.074820,long,1000000.000000,1.000000,65.350331,False,Standard (NTI+MB+IC),1.074320,5.000000,1.075788,1.076755,1.078045,9.673384,19.346768,32.244613,2011-04-21 00:15:00,1.074148,stop_loss,1.000000,0,1000000.000000,1.000000,True,0.000000,-672.787856,-672.787856,stop_loss,1.000000,1.074148,-6.727879,-672.787856,,,,,,,,,,
49,2011-04-21 00:30:00,1.074023,long,1000000.000000,1.000000,48.331773,False,Standard (NTI+MB+IC),1.073523,5.000000,1.074990,1.075957,1.077246,9.666211,19.332422,32.220704,2011-04-21 02:15:00,1.077246,take_profit_3,1.750000,3,1000000.000000,1.000000,True,735.780524,735.780524,735.780524,PARTIAL,0.700000,1.074200,1.765301,123.571036,TP1,0.099990,1.074990,9.666211,96.652446,TP2,0.100005,1.075957,19.332422,193.333891
50,2011-04-21 02:30:00,1.076405,long,1000000.000000,1.000000,57.699929,False,Standard (NTI+MB+IC),1.075905,5.000000,1.077374,1.078342,1.079634,9.687644,19.375288,32.292147,2011-04-21 02:45:00,1.075904,stop_loss,0.250000,0,1000000.000000,1.000000,True,0.000000,-500.969461,-500.969461,stop_loss,1.000000,1.075904,-5.009695,-500.969461,,,,,,,,,,
51,2011-04-21 03:00:00,1.073320,long,1000000.000000,1.000000,26.340361,False,Standard (NTI+MB+IC),1.072820,5.000000,1.074286,1.075252,1.076540,9.659878,19.319755,32.199592,2011-04-21 04:15:00,1.074286,tp1_pullback,1.250000,2,1000000.000000,1.000000,True,1255.975364,1352.578971,1352.578971,PARTIAL,0.700000,1.074700,13.802558,966.179033,TP1,0.099990,1.074286,9.659878,96.589117,TP2,0.100005,1.075252,19.319755,193.207214
52,2011-04-24 18:00:00,1.075917,long,1000000.000000,1.000000,31.502278,False,Standard (NTI+MB+IC),1.075417,5.000000,1.076886,1.077854,1.079145,9.683257,19.366514,32.277524,2011-04-24 19:00:00,1.075319,stop_loss,1.000000,0,1000000.000000,1.000000,True,0.000000,-598.862006,-598.862006,stop_loss,1.000000,1.075319,-5.988620,-598.862006,,,,,,,,,,
53,2011-04-24 19:30:00,1.077145,long,1000000.000000,1.000000,25.111585,False,Standard (NTI+MB+IC),1.076645,5.000000,1.078115,1.079084,1.080377,9.694308,19.388615,32.314358,2011-04-24 20:00:00,1.076642,stop_loss,0.500000,0,1000000.000000,1.000000,True,0.000000,-503.013026,-503.013026,stop_loss,1.000000,1.076642,-5.030130,-503.013026,,,,,,,,,,
54,2011-04-24 23:15:00,1.071983,short,1000000.000000,1.000000,45.073548,False,Standard (NTI+MB+IC),1.072483,5.000000,1.071018,1.070053,1.068767,9.647846,19.295693,32.159488,2011-04-24 23:45:00,1.071978,trailing_stop,0.500000,1,1000000.000000,1.000000,True,294.519244,295.498327,295.498327,PARTIAL,0.700000,1.071700,2.829292,198.050428,TP1,0.099990,1.071018,9.647846,96.468816,trailing_stop,0.200010,1.071978,0.048952,0.979083
55,2011-04-25 00:00:00,1.071871,short,1000000.000000,1.000000,48.909081,False,Standard (NTI+MB+IC),1.072371,5.000000,1.070906,1.069941,1.068655,9.646837,19.293675,32.156124,2011-04-25 01:00:00,1.072442,stop_loss,1.000000,0,1000000.000000,1.000000,True,0.000000,-571.182430,-571.182430,stop_loss,1.000000,1.072442,-5.711824,-571.182430,,,,,,,,,,
56,2011-04-25 10:00:00,1.070771,short,1000000.000000,1.000000,39.482201,False,Standard (NTI+MB+IC),1.071271,5.000000,1.069808,1.068844,1.067559,9.636942,19.273884,32.123140,2011-04-25 11:30:00,1.069808,tp1_pullback,1.500000,2,1000000.000000,1.000000,True,409.034599,505.408837,505.408837,PARTIAL,0.700000,1.070600,1.713233,119.926342,TP1,0.099990,1.069808,9.636942,96.359782,TP2,0.100005,1.068844,19.273884,192.748475
57,2011-04-25 20:45:00,1.069488,short,1000000.000000,1.000000,45.255048,False,Standard (NTI+MB+IC),1.069988,5.000000,1.068526,1.067563,1.066280,9.625395,19.250789,32.084649,2011-04-25 21:15:00,1.069167,trailing_stop,0.500000,1,1000000.000000,1.000000,True,858.049994,922.232961,922.232961,PARTIAL,0.700000,1.068400,10.882938,761.805673,TP1,0.099990,1.068526,9.625395,96.244321,trailing_stop,0.200010,1.069167,3.208988,64.182966
58,2011-04-25 21:30:00,1.068676,short,1000000.000000,1.000000,53.985430,False,Standard (NTI+MB+IC),1.069176,5.000000,1.067714,1.066753,1.065470,9.618087,19.236173,32.060288,2011-04-25 21:45:00,1.069277,stop_loss,0.250000,0,1000000.000000,1.000000,True,0.000000,-601.082597,-601.082597,stop_loss,1.000000,1.069277,-6.010826,-601.082597,,,,,,,,,,
59,2011-04-25 22:00:00,1.069574,short,1000000.000000,1.000000,51.352814,False,Standard (NTI+MB+IC),1.070074,5.000000,1.068611,1.067648,1.066365,9.626162,19.252324,32.087207,2011-04-25 22:45:00,1.068611,tp1_pullback,0.750000,2,1000000.000000,1.000000,True,1600.271513,1696.537946,1696.537946,PARTIAL,0.700000,1.067700,18.735524,1311.486654,TP1,0.099990,1.068611,9.626162,96.251994,TP2,0.100005,1.067648,19.252324,192.532866
60,2011-04-25 23:00:00,1.068481,short,1000000.000000,1.000000,47.340237,False,Standard (NTI+MB+IC),1.068981,5.000000,1.067519,1.066557,1.065275,9.616327,19.232653,32.054422,2011-04-25 23:30:00,1.069042,stop_loss,0.500000,0,1000000.000000,1.000000,True,0.000000,-561.553661,-561.553661,stop_loss,1.000000,1.069042,-5.615537,-561.553661,,,,,,,,,,
61,2011-04-25 23:45:00,1.068871,short,1000000.000000,1.000000,37.793827,False,Standard (NTI+MB+IC),1.069371,5.000000,1.067909,1.066947,1.065664,9.619837,19.239674,32.066123,2011-04-26 01:00:00,1.068869,trailing_stop,1.250000,1,1000000.000000,1.000000,True,285.713811,286.145720,286.145720,PARTIAL,0.700000,1.068600,2.707501,189.525064,TP1,0.099990,1.067909,9.619837,96.188748,trailing_stop,0.200010,1.068869,0.021594,0.431909
