trade_id,entry_time,entry_price,direction,initial_size_millions,confidence,is_relaxed,entry_logic,sl_price,sl_distance_pips,tp1_price,tp2_price,tp3_price,exit_time,exit_price,exit_reason,tp_hits,trade_duration_hours,final_pnl,final_exit_pips,pnl_per_million,partial_exit_1_type,partial_exit_1_size_m,partial_exit_1_pnl,partial_pnl_total,partial_exit_2_type,partial_exit_2_size_m,partial_exit_2_pnl,partial_exit_3_type,partial_exit_3_size_m,partial_exit_3_pnl
1,2019-11-26 23:30:00,0.677335,short,1.000000,42.358895,False,Standard (NTI+MB+IC),0.677835,5.000000,0.676725,0.676116,0.675303,2019-11-27 01:45:00,0.677897,stop_loss,0,2.250000,-562.104283,-5.621043,-562.104283,,,,,,,,,,
2,2019-11-27 02:00:00,0.677747,short,1.000000,20.419275,False,Standard (NTI+MB+IC),0.678247,5.000000,0.677137,0.676527,0.675714,2019-11-27 04:15:00,0.678345,stop_loss,0,2.250000,7.915525,-5.975490,7.915525,PPT,0.700000,187.180213,187.180213,,,,,,
3,2019-11-27 04:30:00,0.678196,short,1.000000,13.721075,False,Standard (NTI+MB+IC),0.678327,1.306798,0.677586,0.676976,0.676162,2019-11-27 04:45:00,0.678405,stop_loss,0,0.250000,-208.269873,-2.082699,-208.269873,,,,,,,,,,
4,2019-11-27 18:00:00,0.676143,short,1.000000,33.983159,False,Standard (NTI+MB+IC),0.676643,5.000000,0.675535,0.674926,0.674115,2019-11-27 18:45:00,0.676650,stop_loss,0,0.750000,-507.175220,-5.071752,-507.175220,,,,,,,,,,
5,2019-11-27 19:00:00,0.676956,short,1.000000,39.984878,False,Standard (NTI+MB+IC),0.677456,5.000000,0.676347,0.675738,0.674925,2019-11-27 22:45:00,0.676347,take_profit_1,1,3.750000,369.104861,6.092606,369.104861,PPT,0.700000,186.326692,369.104861,TP1,0.300000,182.778169,,,
6,2019-11-27 23:00:00,0.676249,short,1.000000,37.375568,False,Standard (NTI+MB+IC),0.676749,5.000000,0.675640,0.675032,0.674220,2019-11-28 05:45:00,0.676869,stop_loss,0,6.750000,-619.750332,-6.197503,-619.750332,,,,,,,,,,
7,2019-11-29 00:30:00,0.677399,long,1.000000,47.120127,False,Standard (NTI+MB+IC),0.676899,5.000000,0.678009,0.678619,0.679432,2019-11-29 08:00:00,0.676749,stop_loss,0,7.500000,-40.662677,-6.502620,-40.662677,PPT,0.700000,154.415914,154.415914,,,,,,
8,2019-11-29 08:45:00,0.676305,short,1.000000,43.954899,False,Standard (NTI+MB+IC),0.676805,5.000000,0.675696,0.675087,0.674276,2019-11-29 11:00:00,0.675696,take_profit_1,1,2.250000,318.906519,6.086742,318.906519,PPT,0.700000,136.304244,318.906519,TP1,0.300000,182.602274,,,
9,2019-11-29 11:15:00,0.675354,short,1.000000,42.743655,False,Standard (NTI+MB+IC),0.675854,5.000000,0.674746,0.674138,0.673328,2019-11-29 11:45:00,0.675999,stop_loss,0,0.500000,-645.192588,-6.451926,-645.192588,,,,,,,,,,
10,2019-11-29 13:30:00,0.676114,short,1.000000,22.217663,False,Standard (NTI+MB+IC),0.676614,5.000000,0.675505,0.674897,0.674085,2019-12-01 18:00:00,0.676630,stop_loss,1,52.500000,-141.356653,-5.162862,-141.356653,TP1,0.333333,202.834121,202.834121,,,,,,
